fid,Id,feuille,surfac_m2,nature,surf2,perimeter,_cc_radius,_cc_area,_cc_circle_compacity,_comp_miller,_comp_gravelius,_convexity_default,elongation_rectangularity_width,elongation_rectangularity_height,elongation_rectangularity_elongation,elongation_rectangularity_rectangularity
"232","0",MM_unique,"6485",parcelles,6485.33,371.123663836548,71.626438,16117.459033,0.402,0.592,1.30,17.998,10303.554895,417.235308,24.695,50.525
"233","0",MM_unique,"7659",parcelles,7659.19,374.731386410912,74.901090,17624.878987,0.434,0.685,1.21,20.969,10177.141948,413.738936,24.598,60.639
"234","0",MM_unique,"2154",parcelles,2154.34,235.177731025951,50.739441,8088.001725,0.266,0.489,1.43,9.164,2306.163365,244.215400,9.443,21.809
"235","0",MM_unique,"2864",parcelles,2863.6,252.310496932635,50.929560,8148.726063,0.351,0.565,1.33,11.345,2908.125784,254.491900,11.427,29.397
"236","0",MM_unique,"2145",parcelles,2144.92,201.194698712355,36.637214,4216.914097,0.509,0.666,1.23,11.097,2767.709615,216.790386,12.767,31.899
"237","0",MM_unique,"3303",parcelles,3302.86,233.677342259984,42.733330,5736.980055,0.576,0.760,1.15,14.129,3780.645428,251.686610,15.021,43.286
"238","0",MM_unique,"225",parcelles,224.728,74.4284103233707,16.662848,872.264796,0.258,0.510,1.40,3.018,431.525916,92.454494,4.667,6.757
"239","0",MM_unique,"7500",parcelles,7499.55,349.24668504869,64.001881,12868.719898,0.583,0.772,1.14,21.479,10351.918039,408.884787,25.317,66.892
"240","0",MM_unique,"790",parcelles,789.952,168.968653796676,33.186336,3459.939272,0.228,0.348,1.70,5.001,1622.778805,180.225424,9.004,12.105
"241","0",MM_unique,"2784",parcelles,2783.99,226.535529647643,46.439331,6775.194834,0.411,0.682,1.21,12.291,4001.845884,257.915783,15.516,36.166
"242","0",MM_unique,"1167",parcelles,1166.57,148.116002886728,28.556484,2561.883357,0.455,0.668,1.22,7.873,1516.006408,164.940613,9.191,21.277
"243","0",MM_unique,"2823",parcelles,2823.24,233.973245305396,46.870141,6901.482670,0.409,0.648,1.24,12.322,3418.120346,255.415247,13.383,31.526
"244","0",MM_unique,"5876",parcelles,5876.11,317.374246288377,58.954611,10919.064435,0.538,0.733,1.17,19.011,7100.938369,337.139795,21.062,68.291
"245","0",MM_unique,"3158",parcelles,3158.43,280.904551824337,55.000890,9503.625327,0.332,0.503,1.41,11.821,5306.743517,305.863372,17.350,31.668
"246","0",MM_unique,"898",parcelles,898.406,140.020241058902,29.975720,2822.858588,0.318,0.576,1.32,6.425,1187.513328,156.620044,7.582,15.554
"247","0",MM_unique,"609",parcelles,608.754,110.461178323329,21.572496,1462.011079,0.416,0.627,1.26,5.574,928.423235,125.728468,7.384,15.545
"248","0",MM_unique,"5182",parcelles,5182.12,306.342540705293,58.771435,10851.317327,0.477,0.694,1.20,17.201,6781.050326,331.028017,20.485,56.941
"249","0",MM_unique,"7379",parcelles,7378.85,519.041845930395,107.157399,36073.991630,0.204,0.344,1.70,15.747,14764.284721,566.273117,26.073,34.437
"250","0",MM_unique,"1606",parcelles,1605.99,175.150536243102,34.053875,3643.199504,0.441,0.658,1.23,9.165,1813.656246,186.875504,9.705,24.353
"251","0",MM_unique,"1377",parcelles,1376.78,159.845995281333,31.536587,3124.490839,0.441,0.677,1.22,8.610,1954.737359,179.542125,10.887,26.153
"252","0",MM_unique,"838",parcelles,837.694,139.009783898858,30.058286,2838.430671,0.295,0.545,1.36,6.139,1181.654834,157.964543,7.481,14.211
"253","0",MM_unique,"3070",parcelles,3070.03,239.163677156131,48.973305,7534.747538,0.407,0.674,1.22,13.028,4046.050783,265.974736,15.212,35.743
"254","0",MM_unique,"1926",parcelles,1926.08,183.196373277553,33.413617,3507.493310,0.549,0.721,1.18,10.520,2173.544456,191.962389,11.323,32.432
"255","0",MM_unique,"1544",parcelles,1543.66,177.452642969531,36.795268,4253.376279,0.363,0.616,1.27,8.701,2217.264155,200.921868,11.035,22.789
"256","0",MM_unique,"1824",parcelles,1823.87,173.820163562876,33.896704,3609.647610,0.505,0.758,1.15,10.489,2103.494940,187.647925,11.210,32.117
"257","0",MM_unique,"763",parcelles,763.27,123.546452825707,26.366618,2184.030572,0.349,0.628,1.26,6.188,1145.692450,147.645376,7.760,14.778
"258","0",MM_unique,"1809",parcelles,1808.68,188.894500930829,36.959974,4291.540199,0.421,0.637,1.25,9.998,2874.097449,223.573907,12.855,25.217
"259","0",MM_unique,"920",parcelles,920.349,140.268896687504,28.962009,2635.161604,0.349,0.588,1.30,6.663,1326.511789,155.527088,8.529,17.528
"260","0",MM_unique,"432",parcelles,431.807,98.339430959268,21.351268,1432.178670,0.301,0.561,1.34,4.389,691.566862,113.254408,6.106,11.124
"261","0",MM_unique,"2192",parcelles,2191.98,195.922882800775,36.312499,4142.496594,0.529,0.717,1.18,11.540,3295.233029,229.776146,14.341,36.777
"262","0",MM_unique,"4334",parcelles,4333.64,309.58129032484,59.690706,11193.432826,0.387,0.568,1.33,14.674,6389.724745,342.646976,18.648,37.203
"263","0",MM_unique,"3173",parcelles,3172.52,265.313382698965,52.075142,8519.435232,0.372,0.566,1.33,12.578,5111.508838,305.788695,16.716,30.640
"264","0",MM_unique,"2719",parcelles,2718.5,224.799599651251,45.895859,6617.544617,0.411,0.676,1.22,12.091,3320.172455,246.956565,13.444,32.389
"265","0",MM_unique,"8133",parcelles,8133.04,411.286947764572,76.826364,18542.591619,0.438,0.604,1.29,20.441,12153.630615,458.853876,26.487,55.530
"266","5",MM_unique,"13",bati,13.19,14.537869407105,2.572535,20.790854,0.634,0.784,1.13,0.907,13.189991,14.539838,0.907,3.483
"267","0",MM_unique,"4732",parcelles,4732.48,302.271198069995,51.896269,8461.008816,0.561,0.653,1.24,16.214,7352.272343,347.157307,21.179,47.344
"268","0",MM_unique,"5087",parcelles,5087,299.736912373297,59.426358,11094.509574,0.458,0.711,1.19,17.016,7142.399887,356.221295,20.050,43.417
"269","0",MM_unique,"1325",parcelles,1324.62,159.095432088686,30.287446,2881.875185,0.460,0.657,1.23,8.390,1765.718792,177.309757,9.958,22.660
"270","0",MM_unique,"1993",parcelles,1993.31,184.059602270618,35.019780,3852.802124,0.517,0.739,1.16,10.828,2597.935583,205.522428,12.641,34.439
"271","5",MM_unique,"20",bati,19.8589,17.8777308583599,3.170454,31.578596,0.629,0.781,1.13,1.110,19.858911,17.880150,1.111,4.119
"272","5",MM_unique,"24",bati,24.1775,19.9816478073869,3.587784,40.439183,0.598,0.761,1.15,1.209,24.177468,19.984364,1.210,4.110
"273","0",MM_unique,"4469",parcelles,4469.43,355.017653205847,76.697499,18480.438610,0.242,0.445,1.50,12.625,7073.255619,388.208895,18.220,30.712
"274","0",MM_unique,"4731",parcelles,4731.4,349.776616037061,76.628945,18447.417076,0.256,0.486,1.43,13.734,6109.422346,381.814526,16.001,31.483
"275","0",MM_unique,"3760",parcelles,3759.75,248.736815091868,46.278674,6728.398316,0.559,0.763,1.14,15.109,4602.328510,279.236859,16.482,43.569
"276","0",MM_unique,"3333",parcelles,3333.25,275.358416485141,50.595708,8042.243529,0.414,0.552,1.35,13.225,4585.636469,287.603003,15.944,34.687
"277","0",MM_unique,"4334",parcelles,4334.08,286.653890843756,56.157914,9907.676203,0.437,0.663,1.23,15.163,5192.483620,303.313781,17.119,43.573
"278","0",MM_unique,"1447",parcelles,1446.89,166.909334346411,30.090308,2844.481614,0.509,0.652,1.24,9.178,2068.615176,186.218012,11.109,25.606
"279","0",MM_unique,"2893",parcelles,2892.74,248.153895133839,46.794515,6879.229240,0.420,0.590,1.30,12.246,3668.105369,262.219421,13.989,31.905
"280","0",MM_unique,"2925",parcelles,2924.81,283.800114406867,60.210731,11389.316604,0.257,0.456,1.48,10.316,5054.675117,314.331737,16.081,26.094
"281","0",MM_unique,"3222",parcelles,3221.87,300.744251996759,64.833840,13205.454715,0.244,0.448,1.49,10.902,4071.741911,318.912379,12.768,25.257
"282","0",MM_unique,"3169",parcelles,3169.21,371.689563273103,75.802540,18051.670014,0.176,0.288,1.86,9.274,5329.867977,372.537856,14.307,20.988
"283","0",MM_unique,"2194",parcelles,2194.33,212.439086464328,40.164085,5067.871851,0.433,0.611,1.28,10.608,3003.621803,232.951214,12.894,28.148
"284","0",MM_unique,"2056",parcelles,2056.26,274.922480969066,55.141494,9552.277454,0.215,0.342,1.71,8.124,4602.103839,303.950078,15.141,18.651
"285","0",MM_unique,"3386",parcelles,3386.04,312.2763176225,68.885677,14907.600051,0.227,0.436,1.51,11.097,4940.612680,343.621973,14.378,25.021
"286","0",MM_unique,"6981",parcelles,6980.91,382.588620065359,69.314817,15093.919633,0.462,0.599,1.29,19.007,11654.838324,432.227666,26.965,61.931
"287","0",MM_unique,"7121",parcelles,7121.14,353.280882054544,72.809475,16654.272865,0.429,0.719,1.18,20.216,9807.042106,406.856745,24.104,57.147
"288","0",MM_unique,"10735",parcelles,10735.4,452.896079502948,94.922109,28306.399672,0.379,0.658,1.23,23.698,13253.856088,512.893512,25.841,58.114
"289","0",MM_unique,"7531",parcelles,7531.05,401.03288112182,75.222699,17776.559014,0.424,0.588,1.30,19.406,11487.499735,450.641429,25.491,51.089
"290","0",MM_unique,"4635",parcelles,4634.96,328.536534314274,64.800658,13191.941017,0.351,0.539,1.36,14.523,5546.079558,339.009386,16.360,37.007
"291","0",MM_unique,"5096",parcelles,5096.33,341.415713511489,69.651076,15240.721790,0.334,0.549,1.35,14.921,6121.417454,361.924985,16.913,37.483
"292","0",MM_unique,"7255",parcelles,7255,393.006662249054,78.887219,19550.738390,0.371,0.590,1.30,18.472,8974.815831,419.751236,21.381,48.330
"293","0",MM_unique,"1613",parcelles,1613,177.012809170503,35.554938,3971.455630,0.406,0.647,1.24,9.109,1803.163361,190.048358,9.488,23.430
"294","0",MM_unique,"2509",parcelles,2508.68,255.600523912295,56.525759,10037.895804,0.250,0.482,1.44,9.811,2768.752065,270.978694,10.218,22.715
"295","0",MM_unique,"3183",parcelles,3183.19,230.344624716073,41.326429,5365.443661,0.593,0.754,1.15,13.825,3518.170429,241.042727,14.596,44.885
"296","0",MM_unique,"521",parcelles,521.492,102.303030963756,22.038900,1525.912816,0.342,0.626,1.26,5.095,870.273925,127.141164,6.845,11.952
"297","0",MM_unique,"2725",parcelles,2724.76,222.976318936291,43.543204,5956.493078,0.457,0.688,1.21,12.261,3968.223928,256.333048,15.481,35.914
"298","0",MM_unique,"2441",parcelles,2441.47,222.102439288426,46.528275,6801.172247,0.359,0.622,1.27,11.276,3557.283155,259.805735,13.692,26.920
"299","0",MM_unique,"3669",parcelles,3669.15,274.165942320315,51.990382,8491.724357,0.432,0.613,1.28,13.859,5492.330454,296.624098,18.516,47.787
"300","0",MM_unique,"42",parcelles,42.1372,26.3292959707991,4.719115,69.963401,0.602,0.764,1.14,1.600,42.137181,26.332834,1.600,5.486
"301","0",MM_unique,"4361",parcelles,4361.33,277.691585474076,50.156551,7903.240426,0.552,0.711,1.19,15.758,5280.750354,293.694387,17.980,51.953
"302","0",MM_unique,"4283",parcelles,4283.42,294.078697263921,61.820994,12006.649874,0.357,0.622,1.27,14.689,5356.818874,327.563307,16.354,36.100
"303","0",MM_unique,"2407",parcelles,2407.49,267.528259135554,52.984463,8819.560456,0.273,0.423,1.54,9.688,4359.794243,294.186301,14.820,22.719
"304","0",MM_unique,"7103",parcelles,7103.13,373.828514542976,66.006521,13687.481986,0.522,0.642,1.25,20.257,10181.067616,414.012420,24.591,56.440
"305","0",MM_unique,"407",parcelles,406.857,87.8451474652639,18.833686,1114.347195,0.365,0.662,1.23,4.751,604.309701,106.446630,5.677,11.052
"306","0",MM_unique,"696",parcelles,695.979,112.761484903214,19.168579,1154.329295,0.603,0.688,1.21,6.571,909.748402,120.875082,7.526,21.696
"307","0",MM_unique,"1181",parcelles,1181.32,152.429099528497,28.047125,2471.306242,0.478,0.639,1.25,8.193,1729.531138,173.454229,9.971,21.223
"308","0",MM_unique,"7915",parcelles,7915.48,404.893458604718,79.080165,19646.491725,0.403,0.607,1.28,19.951,11856.823731,459.998992,25.776,52.066
"309","5",MM_unique,"31",bati,31.1112,23.1641525018742,4.241397,56.515508,0.550,0.728,1.17,1.343,31.111173,23.167229,1.343,4.231
"310","5",MM_unique,"23",bati,23.3979,19.5464555400029,3.490903,38.284718,0.611,0.769,1.14,1.197,23.397896,19.549057,1.197,4.188
"311","5",MM_unique,"27",bati,27.1828,21.2050831546647,3.810447,45.614384,0.596,0.759,1.15,1.281,27.182850,21.207898,1.282,4.337
